Run,Iteration,Area,BestArea,Temperature
1,483000,114,114,2.3959
1,484000,114,114,2.37206
1,485000,114,114,2.34846
1,486000,114,114,2.32509
1,487000,114,114,2.30195
1,488000,114,114,2.27905
1,489000,114,114,2.25637
1,490000,114,114,2.23392
1,491000,114,114,2.21169
1,492000,114,114,2.18969
1,493000,114,114,2.1679
1,494000,114,114,2.14633
1,495000,114,114,2.12497
1,496000,114,114,2.10383
1,497000,114,114,2.08289
1,498000,114,114,2.06217
1,499000,114,114,2.04165
1,500000,114,114,2.02133
1,501000,114,114,2.00122
1,502000,114,114,1.98131
1,503000,114,114,1.96159
1,504000,114,114,1.94208
1,505000,114,114,1.92275
1,506000,114,114,1.90362
1,507000,114,114,1.88468
1,508000,114,114,1.86593
1,509000,114,114,1.84736
1,510000,114,114,1.82898
1,511000,114,114,1.81078
1,512000,114,114,1.79276
1,513000,114,114,1.77492
1,514000,114,114,1.75726
1,515000,114,114,1.73978
1,516000,114,114,1.72247
1,517000,114,114,1.70533
1,518000,114,114,1.68836
1,519000,114,114,1.67156
1,520000,114,114,1.65493
1,521000,114,114,1.63846
1,522000,114,114,1.62216
1,523000,114,114,1.60602
1,524000,114,114,1.59004
1,525000,114,114,1.57421
1,526000,114,114,1.55855
1,527000,114,114,1.54304
1,528000,114,114,1.52769
1,529000,114,114,1.51249
1,530000,114,114,1.49744
1,531000,114,114,1.48254
1,532000,114,114,1.46779
1,533000,114,114,1.45318
1,534000,114,114,1.43872
1,535000,114,114,1.42441
1,536000,114,114,1.41023
1,537000,114,114,1.3962
1,538000,114,114,1.38231
1,539000,114,114,1.36856
1,540000,114,114,1.35494
1,541000,114,114,1.34146
1,542000,114,114,1.32811
1,543000,114,114,1.31489
1,544000,114,114,1.30181
1,545000,114,114,1.28886
1,546000,114,114,1.27603
1,547000,114,114,1.26334
1,548000,114,114,1.25076
1,549000,114,114,1.23832
1,550000,114,114,1.226
1,551000,114,114,1.2138
1,552000,114,114,1.20172
1,553000,114,114,1.18976
1,554000,114,114,1.17793
1,555000,114,114,1.1662
1,556000,114,114,1.1546
1,557000,114,114,1.14311
1,558000,114,114,1.13174
1,559000,114,114,1.12048
1,560000,114,114,1.10933
1,561000,114,114,1.09829
1,562000,114,114,1.08736
1,563000,114,114,1.07654
1,564000,114,114,1.06583
1,565000,114,114,1.05523
1,566000,114,114,1.04473
1,567000,114,114,1.03433
1,568000,114,114,1.02404
1,569000,114,114,1.01385
1,570000,114,114,1.00376
1,571000,114,114,0.993773
1,572000,114,114,0.983885
1,573000,114,114,0.974095
1,574000,114,114,0.964403
1,575000,114,114,0.954807
1,576000,114,114,0.945306
1,577000,114,114,0.9359
1,578000,114,114,0.926588
1,579000,114,114,0.917368
1,580000,114,114,0.90824
1,581000,114,114,0.899203
1,582000,114,114,0.890256
1,583000,114,114,0.881397
1,584000,114,114,0.872627
1,585000,114,114,0.863944
1,586000,114,114,0.855348
1,587000,114,114,0.846837
1,588000,114,114,0.838411
1,589000,114,114,0.830069
1,590000,114,114,0.821809
1,591000,114,114,0.813632
1,592000,114,114,0.805536
1,593000,114,114,0.797521
1,594000,114,114,0.789585
1,595000,114,114,0.781729
1,596000,114,114,0.773951
1,597000,114,114,0.76625
1,598000,114,114,0.758625
1,599000,114,114,0.751077
1,600000,114,114,0.743603
2,1000,163.5,114,297.015
2,2000,134.5,114,294.06
2,3000,217.5,114,291.134
2,4000,220,114,288.237
2,5000,228,114,285.369
2,6000,222,114,282.529
2,7000,196,114,279.718
2,8000,230.5,114,276.935
2,9000,219,114,274.179
2,10000,192.5,114,271.451
2,11000,183,114,268.75
2,12000,219,114,266.076
2,13000,170.5,114,263.428
2,14000,170.5,114,260.807
2,15000,216.5,114,258.212
2,16000,237,114,255.643
2,17000,193.5,114,253.099
2,18000,195,114,250.581
2,19000,221.5,114,248.088
2,20000,192,114,245.619
2,21000,168.5,114,243.175
2,22000,215,114,240.755
2,23000,169.5,114,238.36
2,24000,203,114,235.988
2,25000,211.5,114,233.64
2,26000,164.5,114,231.315
2,27000,239.5,114,229.014
2,28000,201,114,226.735
2,29000,222,114,224.479
2,30000,191,114,222.245
2,31000,157,114,220.034
2,32000,210.5,114,217.844
2,33000,183.5,114,215.677
2,34000,185,114,213.531
2,35000,161.5,114,211.406
2,36000,218,114,209.303
2,37000,206,114,207.22
2,38000,212.5,114,205.158
2,39000,151,114,203.117
2,40000,212.5,114,201.096
2,41000,161,114,199.095
2,42000,222.5,114,197.114
2,43000,190,114,195.152
2,44000,175.5,114,193.211
2,45000,243,114,191.288
2,46000,163.5,114,189.385
2,47000,219,114,187.5
2,48000,193.5,114,185.635
2,49000,173,114,183.787
2,50000,225,114,181.959
2,51000,206,114,180.148
2,52000,129.5,114,178.356
2,53000,244.5,114,176.581
2,54000,198,114,174.824
2,55000,211.5,114,173.084
2,56000,193.5,114,171.362
2,57000,238.5,114,169.657
2,58000,192.5,114,167.969
2,59000,222.5,114,166.298
2,60000,163.5,114,164.643
2,61000,209.5,114,163.005
2,62000,145,114,161.383
2,63000,161,114,159.777
2,64000,164.5,114,158.187
2,65000,199.5,114,156.613
2,66000,225,114,155.055
2,67000,179.5,114,153.512
2,68000,178,114,151.985
2,69000,125.5,114,150.472
2,70000,128.5,114,148.975
2,71000,224,114,147.493
2,72000,119.5,114,146.025
2,73000,173,114,144.572
2,74000,136.5,114,143.134
2,75000,157,114,141.709
2,76000,158.5,114,140.299
2,77000,119.5,114,138.903
2,78000,129.5,114,137.521
2,79000,203,114,136.153
2,80000,231,114,134.798
2,81000,129.5,114,133.457
2,82000,161.5,114,132.129
2,83000,160.5,114,130.814
2,84000,238.5,114,129.513
2,85000,141.5,114,128.224
2,86000,168.5,114,126.948
2,87000,219,114,125.685
2,88000,127,114,124.434
2,89000,141.5,114,123.196
2,90000,244.5,114,121.97
2,91000,205.5,114,120.757
2,92000,198,114,119.555
2,93000,169.5,114,118.366
2,94000,119.5,114,117.188
2,95000,209.5,114,116.022
2,96000,244.5,114,114.867
2,97000,200.5,114,113.724
2,98000,114,114,112.593
2,99000,199.5,114,111.472
2,100000,192.5,114,110.363
2,101000,175.5,114,109.265
2,102000,212.5,114,108.178
2,103000,145,114,107.102
2,104000,136.5,114,106.036
2,105000,178.5,114,104.981
2,106000,194,114,103.936
2,107000,209.5,114,102.902
2,108000,233,114,101.878
2,109000,127,114,100.864
2,110000,219,114,99.8608
2,111000,170.5,114,98.8671
2,112000,183.5,114,97.8834
2,113000,202.5,114,96.9094
2,114000,114,114,95.9452
2,115000,160.5,114,94.9905
2,116000,183.5,114,94.0453
2,117000,157,114,93.1095
2,118000,119.5,114,92.1831
2,119000,114,114,91.2658
2,120000,215,114,90.3577
2,121000,159.5,114,89.4586
2,122000,178.5,114,88.5685
2,123000,134.5,114,87.6872
2,124000,238.5,114,86.8147
2,125000,137.5,114,85.9509
2,126000,216.5,114,85.0957
2,127000,243,114,84.249
2,128000,134.5,114,83.4107
2,129000,190,114,82.5807
2,130000,199.5,114,81.759
2,131000,239.5,114,80.9455
2,132000,230.5,114,80.1401
2,133000,157,114,79.3427
2,134000,127,114,78.5532
2,135000,202,114,77.7716
2,136000,211.5,114,76.9977
2,137000,157,114,76.2316
2,138000,174.5,114,75.473
2,139000,177.5,114,74.7221
2,140000,217.5,114,73.9786
2,141000,174,114,73.2425
2,142000,161,114,72.5137
2,143000,141.5,114,71.7922
2,144000,170.5,114,71.0778
2,145000,179.5,114,70.3706
2,146000,212.5,114,69.6704
2,147000,231,114,68.9771
2,148000,194,114,68.2908
2,149000,129.5,114,67.6113
2,150000,136.5,114,66.9385
2,151000,222,114,66.2725
2,152000,184,114,65.6131
2,153000,127,114,64.9602
2,154000,136.5,114,64.3138
2,155000,114,114,63.6739
2,156000,216.5,114,63.0403
2,157000,141.5,114,62.4131
2,158000,238.5,114,61.792
2,159000,125.5,114,61.1772
2,160000,165.5,114,60.5685
2,161000,177.5,114,59.9658
2,162000,198,114,59.3691
2,163000,199.5,114,58.7784
2,164000,134.5,114,58.1935
2,165000,128.5,114,57.6145
2,166000,229.5,114,57.0412
2,167000,161,114,56.4736
2,168000,192,114,55.9117
2,169000,199.5,114,55.3554
2,170000,119.5,114,54.8046
2,171000,128.5,114,54.2593
2,172000,127,114,53.7194
2,173000,225,114,53.1849
2,174000,114,114,52.6557
2,175000,202,114,52.1317
2,176000,194,114,51.613
2,177000,201,114,51.0994
2,178000,136.5,114,50.591
2,179000,250.5,114,50.0876
2,180000,151,114,49.5892
2,181000,173,114,49.0958
2,182000,128.5,114,48.6073
2,183000,168.5,114,48.1236
2,184000,183,114,47.6448
2,185000,212.5,114,47.1707
2,186000,175.5,114,46.7014
2,187000,158.5,114,46.2367
2,188000,128.5,114,45.7766
2,189000,202,114,45.3211
2,190000,148,114,44.8702
2,191000,163.5,114,44.4237
2,192000,173,114,43.9817
2,193000,174,114,43.544
2,194000,177.5,114,43.1108
2,195000,151,114,42.6818
2,196000,161,114,42.2571
2,197000,221.5,114,41.8366
2,198000,199.5,114,41.4204
2,199000,134.5,114,41.0082
2,200000,150,114,40.6002
2,201000,200.5,114,40.1962
2,202000,196,114,39.7962
2,203000,183.5,114,39.4003
2,204000,161,114,39.0082
2,205000,195,114,38.6201
2,206000,183.5,114,38.2358
2,207000,179.5,114,37.8553
2,208000,128.5,114,37.4787
2,209000,184,114,37.1058
2,210000,192.5,114,36.7365
2,211000,212.5,114,36.371
2,212000,114,114,36.0091
2,213000,114,114,35.6508
2,214000,128.5,114,35.2961
2,215000,169.5,114,34.9449
2,216000,170.5,114,34.5972
2,217000,174.5,114,34.2529
2,218000,125.5,114,33.9121
2,219000,134.5,114,33.5747
2,220000,177.5,114,33.2406
2,221000,215,114,32.9098
2,222000,217.5,114,32.5824
2,223000,134.5,114,32.2582
2,224000,160.5,114,31.9372
2,225000,161,114,31.6194
2,226000,178,114,31.3048
2,227000,183,114,30.9933
2,228000,219,114,30.6849
2,229000,252.5,114,30.3796
2,230000,233,114,30.0773
2,231000,145,114,29.778
2,232000,119.5,114,29.4817
2,233000,158.5,114,29.1884
2,234000,134.5,114,28.898
2,235000,137.5,114,28.6104
2,236000,114,114,28.3257
2,237000,114,114,28.0439
2,238000,114,114,27.7648
2,239000,114,114,27.4886
2,240000,119.5,114,27.2151
2,241000,114,114,26.9443
2,242000,193.5,114,26.6762
2,243000,151,114,26.4107
2,244000,119.5,114,26.1479
2,245000,134.5,114,25.8878
2,246000,125.5,114,25.6302
2,247000,159.5,114,25.3751
2,248000,119.5,114,25.1227
2,249000,192.5,114,24.8727
2,250000,119.5,114,24.6252
2,251000,159.5,114,24.3802
2,252000,179.5,114,24.1376
2,253000,114,114,23.8974
2,254000,134.5,114,23.6596
2,255000,134.5,114,23.4242
2,256000,185,114,23.1911
2,257000,165.5,114,22.9604
2,258000,136.5,114,22.7319
2,259000,192,114,22.5057
2,260000,127,114,22.2818
2,261000,141.5,114,22.0601
2,262000,141.5,114,21.8406
2,263000,125.5,114,21.6233
2,264000,128.5,114,21.4081
2,265000,150,114,21.1951
2,266000,164.5,114,20.9842
2,267000,129.5,114,20.7754
2,268000,151,114,20.5687
2,269000,158.5,114,20.364
2,270000,161.5,114,20.1614
2,271000,114,114,19.9608
2,272000,128.5,114,19.7622
2,273000,158.5,114,19.5655
2,274000,157,114,19.3708
2,275000,114,114,19.1781
2,276000,148,114,18.9873
2,277000,174,114,18.7983
2,278000,125.5,114,18.6113
2,279000,125.5,114,18.4261
2,280000,148,114,18.2428
2,281000,136.5,114,18.0612
2,282000,128.5,114,17.8815
2,283000,141.5,114,17.7036
2,284000,157,114,17.5275
2,285000,160.5,114,17.353
2,286000,185,114,17.1804
2,287000,191,114,17.0094
2,288000,119.5,114,16.8402
2,289000,129.5,114,16.6726
2,290000,114,114,16.5067
2,291000,170.5,114,16.3425
2,292000,168.5,114,16.1799
2,293000,178.5,114,16.0189
2,294000,160.5,114,15.8595
2,295000,119.5,114,15.7017
2,296000,137.5,114,15.5454
2,297000,148,114,15.3908
2,298000,114,114,15.2376
2,299000,114,114,15.086
2,300000,157,114,14.9359
2,301000,128.5,114,14.7873
2,302000,164.5,114,14.6401
2,303000,161,114,14.4945
2,304000,129.5,114,14.3502
2,305000,173,114,14.2075
2,306000,127,114,14.0661
2,307000,134.5,114,13.9261
2,308000,141.5,114,13.7876
2,309000,114,114,13.6504
2,310000,114,114,13.5146
2,311000,127,114,13.3801
2,312000,114,114,13.2469
2,313000,114,114,13.1151
2,314000,134.5,114,12.9846
2,315000,125.5,114,12.8554
2,316000,114,114,12.7275
2,317000,114,114,12.6009
2,318000,127,114,12.4755
2,319000,141.5,114,12.3514
2,320000,136.5,114,12.2285
2,321000,119.5,114,12.1068
2,322000,114,114,11.9863
2,323000,114,114,11.8671
2,324000,127,114,11.749
2,325000,114,114,11.6321
2,326000,114,114,11.5163
2,327000,127,114,11.4017
2,328000,136.5,114,11.2883
2,329000,129.5,114,11.176
2,330000,148,114,11.0648
2,331000,127,114,10.9547
2,332000,125.5,114,10.8457
2,333000,127,114,10.7378
2,334000,114,114,10.6309
2,335000,134.5,114,10.5251
2,336000,114,114,10.4204
2,337000,161.5,114,10.3167
2,338000,114,114,10.2141
2,339000,125.5,114,10.1124
2,340000,114,114,10.0118
2,341000,114,114,9.91219
2,342000,127,114,9.81356
2,343000,114,114,9.71592
2,344000,114,114,9.61924
2,345000,114,114,9.52353
2,346000,114,114,9.42877
2,347000,114,114,9.33495
2,348000,125.5,114,9.24206
2,349000,148,114,9.1501
2,350000,125.5,114,9.05906
2,351000,125.5,114,8.96892
2,352000,125.5,114,8.87967
2,353000,127,114,8.79132
2,354000,114,114,8.70384
2,355000,114,114,8.61724
2,356000,114,114,8.5315
2,357000,114,114,8.44661
